,T(t-1),WD(t-1),WS(t-1),P(t-1),T(t),WD(t),WS(t),P(t),T(t+1),WD(t+1),WS(t+1),P(t+1)
0,7.23275000000001,19.937784853413277,3.981644632971503,2.8384838,7.23275000000001,19.937784853413277,3.981644632971503,2.8384838,14.086330000000032,1.3207282355211574,4.790840753117944,3.361648
1,7.23275000000001,19.937784853413277,3.981644632971503,2.8384838,14.086330000000032,1.3207282355211574,4.790840753117944,3.361648,9.870360000000005,341.86547976595176,5.300428368312994,3.3755064
2,14.086330000000032,1.3207282355211574,4.790840753117944,3.361648,9.870360000000005,341.86547976595176,5.300428368312994,3.3755064,6.832240000000013,336.0734090934696,3.716419195077505,3.4025311
3,9.870360000000005,341.86547976595176,5.300428368312994,3.3755064,6.832240000000013,336.0734090934696,3.716419195077505,3.4025311,7.618339999999989,329.6435607275622,4.685956294344513,3.5411177000000005
4,6.832240000000013,336.0734090934696,3.716419195077505,3.4025311,7.618339999999989,329.6435607275622,4.685956294344513,3.5411177000000005,11.137100000000032,334.5551719828622,4.424924995114024,4.2384386
5,7.618339999999989,329.6435607275622,4.685956294344513,3.5411177000000005,11.137100000000032,334.5551719828622,4.424924995114024,4.2384386,10.045600000000036,333.1306092109271,4.399928398059414,5.007594
6,11.137100000000032,334.5551719828622,4.424924995114024,4.2384386,10.045600000000036,333.1306092109271,4.399928398059414,5.007594,7.532220000000052,344.95319323628377,3.1244234758384373,5.1926074
7,10.045600000000036,333.1306092109271,4.399928398059414,5.007594,7.532220000000052,344.95319323628377,3.1244234758384373,5.1926074,6.904170000000022,15.156205990510925,3.636597566835388,5.265596400000001
8,7.532220000000052,344.95319323628377,3.1244234758384373,5.1926074,6.904170000000022,15.156205990510925,3.636597566835388,5.265596400000001,11.645170000000064,31.8333114418976,4.258254293810581,5.5293727
9,6.904170000000022,15.156205990510925,3.636597566835388,5.265596400000001,11.645170000000064,31.8333114418976,4.258254293810581,5.5293727,11.041280000000029,31.72943490725829,3.4124702416330734,5.77444
10,11.645170000000064,31.8333114418976,4.258254293810581,5.5293727,11.041280000000029,31.72943490725829,3.4124702416330734,5.77444,7.051300000000026,28.371232896435355,2.759049028364239,5.801464
11,11.041280000000029,31.72943490725829,3.4124702416330734,5.77444,7.051300000000026,28.371232896435355,2.759049028364239,5.801464,5.934379999999976,47.78517924948113,4.512060561846158,5.832646400000001
12,7.051300000000026,28.371232896435355,2.759049028364239,5.801464,5.934379999999976,47.78517924948113,4.512060561846158,5.832646400000001,11.40246000000002,64.63503384286943,5.746900562489594,5.8739915
13,5.934379999999976,47.78517924948113,4.512060561846158,5.832646400000001,11.40246000000002,64.63503384286943,5.746900562489594,5.8739915,11.447500000000048,55.605895894791566,3.986877127217825,5.92804
14,11.40246000000002,64.63503384286943,5.746900562489594,5.8739915,11.447500000000048,55.605895894791566,3.986877127217825,5.92804,9.09295000000003,53.54742314392321,3.7738811439187216,5.966151
15,11.447500000000048,55.605895894791566,3.986877127217825,5.92804,9.09295000000003,53.54742314392321,3.7738811439187216,5.966151,10.1601,66.50973462925724,4.254606131320859,5.989942
16,9.09295000000003,53.54742314392321,3.7738811439187216,5.966151,10.1601,66.50973462925724,4.254606131320859,5.989942,14.51547000000005,71.12003482330282,5.655696584444771,6.364357
17,10.1601,66.50973462925724,4.254606131320859,5.989942,14.51547000000005,71.12003482330282,5.655696584444771,6.364357,13.17130000000003,50.57878370582796,5.202933838478307,6.447739599999999
18,14.51547000000005,71.12003482330282,5.655696584444771,6.364357,13.17130000000003,50.57878370582796,5.202933838478307,6.447739599999999,7.630550000000028,50.19633372811995,5.144908253850618,6.447739599999999
19,13.17130000000003,50.57878370582796,5.202933838478307,6.447739599999999,7.630550000000028,50.19633372811995,5.144908253850618,6.447739599999999,7.630550000000028,50.19633372811995,5.144908253850618,6.447739599999999
20,7.331320000000062,21.763500497084074,3.7826313934998264,1.9344373,7.331320000000062,21.763500497084074,3.7826313934998264,1.9344373,13.172300000000007,34.47020411046836,5.0330509135152806,2.5661612000000003
21,7.331320000000062,21.763500497084074,3.7826313934998264,1.9344373,13.172300000000007,34.47020411046836,5.0330509135152806,2.5661612000000003,9.343870000000038,339.70237106916915,5.4452447803738115,2.5643133999999996
22,13.172300000000007,34.47020411046836,5.0330509135152806,2.5661612000000003,9.343870000000038,339.70237106916915,5.4452447803738115,2.5643133999999996,7.281060000000025,324.6709555728425,4.947216923499065,2.5871801
23,9.343870000000038,339.70237106916915,5.4452447803738115,2.5643133999999996,7.281060000000025,324.6709555728425,4.947216923499065,2.5871801,7.185200000000009,326.07824932069155,5.395785655441138,3.464202
24,7.281060000000025,324.6709555728425,4.947216923499065,2.5871801,7.185200000000009,326.07824932069155,5.395785655441138,3.464202,10.885700000000043,11.204621156791987,4.366835426457299,4.3710203000000005
25,7.185200000000009,326.07824932069155,5.395785655441138,3.464202,10.885700000000043,11.204621156791987,4.366835426457299,4.3710203000000005,10.123500000000035,332.6747800989912,4.580995139382381,5.5596309999999995
26,10.885700000000043,11.204621156791987,4.366835426457299,4.3710203000000005,10.123500000000035,332.6747800989912,4.580995139382381,5.5596309999999995,6.7416299999999865,349.0289462269572,2.9832939016470066,6.765795699999999
