,t2m,wind_direction,wind_speed,tp
50,7.838529999999992,337.5225686839025,2.687791051258639,0.022375107
51,8.21980000000002,327.5285481377865,3.221663517220197,0.029584885
52,7.568720000000042,343.0462704178198,3.630511828970439,0.022127151
53,7.541800000000023,340.93262152208666,2.792707103567857,0.115356445
54,7.690420000000017,346.9309422433444,2.9392666169079678,0.06513691
55,7.567380000000014,352.5104480252488,3.2934939607036733,0.056435585
56,7.738370000000032,339.691088337252,3.111051218328191,0.05693245
57,7.382929999999988,349.7941140067876,3.2351565529163504,0.04997158
58,7.792470000000037,339.30415346656156,3.1745132431947307,0.04450226
59,8.08462000000003,332.97162559086286,3.0405929361367794,0.011187553000000001
60,7.710080000000005,342.52304285145647,2.885340329793373,0.015911102
61,7.755300000000034,340.5150454191128,2.7480685199254657,0.08030224
62,7.786550000000034,338.1764761548548,3.042862699176539,0.064391136
63,7.913100000000043,352.4223420222874,3.767767977616475,0.058423996
64,7.906920000000014,331.53414501381985,3.086384869074207,0.02709961
65,8.20822000000004,343.4169550372501,3.4299488077840796,0.032071114
66,7.446200000000033,346.5609668247999,2.871488449991619,0.025110245
67,7.673729999999978,351.6935473719407,3.3150922912945027,0.115356445
68,7.295130000000029,348.35276110899076,3.315966933688611,0.055191994
69,7.843380000000025,348.6711326554928,3.0337913658694333,0.07309246
70,7.95052000000004,346.6813508470967,2.835808570248495,0.011436462
71,8.348000000000013,346.8627860498811,3.351864451301063,0.04425335
72,7.582179999999994,340.37347596637983,3.42684206219799,0.018397331
73,7.145440000000008,350.55343969991065,3.2008828126622957,0.018149376000000002
74,7.7757799999999975,342.21194672520176,2.9014529340715662,0.0047235490000000005
75,7.514060000000029,343.83586156237357,2.933797535790943,0.056186676
76,7.638450000000034,335.8935160822147,2.6209939203864345,0.08626938
77,8.39590000000004,340.3770050392787,3.3506796690719645,0.06016445
78,7.713860000000011,336.3928641863062,3.277248553217209,0.014917373999999999
79,7.738370000000032,347.58047700578726,3.315942803087244,0.023867607000000002
80,7.489280000000008,344.19317403195566,3.473864272300929,0.019143105
