time,number,latitude,longitude,cape,mx2t6,mn2t6,tcw,sshf,slhf,u10,v10,t2m,d2m,ssr,str,cin,sm,st,tcc,tp
2023-04-22 06:00:00,13,50.75,4.25,16.55349,279.4259,276.79507,21.728031,174773.0,19656.0,-2.2057781,1.6373534,279.7442,278.53986,181890.0,-1127244.0,,359.20987,280.63965,99.999435,0.0
2023-04-22 06:00:00,14,50.75,4.25,0.021133423,279.0248,276.44916,19.856197,141897.5,-2964.0,-1.5230381,1.0099957,279.45602,278.27042,198994.0,-1071733.0,,354.0468,280.58707,99.99486,0.0
2023-04-22 06:00:00,15,50.75,4.25,0.0,280.8227,277.07196,19.653595,187716.0,17731.0,-1.9185433,0.90984213,279.6022,278.44656,195976.0,-1074306.0,,368.80838,280.5365,99.99638,0.0
2023-04-22 06:00:00,16,50.75,4.25,0.0,279.10226,276.33902,19.32581,147075.0,3774.0,-1.1585281,1.6642983,279.47122,278.35226,161766.0,-1030559.0,,355.65723,280.55823,99.999435,0.0
2023-04-22 06:00:00,17,50.75,4.25,4.2271423,280.3264,276.59058,20.53285,146298.0,21581.0,-2.1843367,1.2659719,279.47836,278.45673,206038.0,-1101142.0,,348.9221,280.53336,99.84379,0.0
2023-04-22 06:00:00,18,50.75,4.25,8.72271,279.4718,276.5655,20.158945,173220.0,9549.0,-1.8784199,1.5283029,279.65283,278.3932,102402.0,-979827.0,,349.1029,280.5766,99.965866,0.010593414
2023-04-22 06:00:00,19,50.75,4.25,5.0133896,279.96304,276.23068,20.397125,123000.5,-2002.0,-2.4204082,0.8282449,279.41257,278.13263,204026.0,-1054822.0,,353.73624,280.56992,99.99638,0.0670948
2023-04-22 06:00:00,20,50.75,4.25,1.6485825,280.31427,276.62985,20.511766,149922.5,14362.0,-1.9323425,1.4474684,279.64896,278.48013,172834.0,-975048.0,,365.60675,280.4276,99.981125,0.0
2023-04-22 06:00:00,21,50.75,4.25,1.2554626,280.32556,277.37082,19.849277,206872.0,-17403.0,-2.1917667,1.8348644,279.9916,278.42648,200000.0,-1033868.0,,358.58868,280.72256,99.988754,0.0
2023-04-22 06:00:00,22,50.75,4.25,0.0,278.83524,275.65158,17.856543,65274.5,18212.0,-1.13836,1.5402502,277.69092,277.25082,192958.0,-1147830.0,,347.90308,280.35382,99.999435,0.0
2023-04-22 06:00:00,23,50.75,4.25,0.0,278.9896,276.34314,19.514246,171666.5,12437.0,-2.2446284,0.48762122,279.04727,277.72668,219118.0,-1187901.0,,350.70053,280.39825,99.90636,0.0
2023-04-22 06:00:00,24,50.75,4.25,0.0,280.03937,276.94968,20.22516,133614.0,15325.0,-2.3864412,0.35264271,279.64777,278.63773,192958.0,-994900.0,,359.18433,280.4351,99.999435,0.0017662048
2023-04-22 06:00:00,25,50.75,4.25,0.0,279.53238,276.26068,18.099335,208166.0,-76.0,-1.2158475,2.0867734,279.26132,277.98672,179878.0,-1158491.0,,366.44278,280.4968,99.999435,0.0
2023-04-22 06:00:00,26,50.75,4.25,7.558132,279.61435,276.65985,20.46894,156652.5,13399.0,-1.7688756,1.5183892,279.8505,278.62857,149692.0,-1032397.0,,356.22522,280.75626,99.999435,0.0
2023-04-22 06:00:00,27,50.75,4.25,0.0,280.50583,275.9127,19.830172,169596.0,39389.0,-2.3102274,0.787065,279.02884,277.9636,201006.0,-1232016.0,,357.5718,280.21057,99.999435,0.0
2023-04-22 06:00:00,28,50.75,4.25,2.1093445,279.04086,276.23895,18.80992,146298.0,6180.0,-1.9956064,1.0066911,279.37418,278.25363,132588.0,-987180.0,,359.9268,280.49423,99.999435,0.0
2023-04-22 06:00:00,29,50.75,4.25,1.6908569,279.71997,276.79117,19.23884,176067.5,-13071.0,-1.0710626,1.84732,279.80136,278.30624,142650.0,-970269.0,,351.83865,280.86594,99.999435,0.0
2023-04-22 06:00:00,30,50.75,4.25,8.094978,278.9234,276.5474,21.04874,142674.0,17250.0,-1.7586856,1.2258087,279.3596,278.277,181890.0,-1084232.0,,360.86707,280.43225,99.99791,0.0
2023-04-22 06:00:00,31,50.75,4.25,1.5936356,278.93805,276.1314,20.072964,154582.0,-4408.0,-1.8334131,1.307406,279.17648,278.01163,219118.0,-1121729.0,,354.01492,280.50647,99.999435,0.0
2023-04-22 06:00:00,32,50.75,4.25,0.0,278.93723,275.63272,17.42235,95561.5,-1520.0,-1.713891,1.1170125,278.6707,277.63745,177864.0,-1116583.0,,340.5957,280.49152,99.76138,0.0
2023-04-22 06:00:00,33,50.75,4.25,2.4728775,280.17795,276.52258,20.022888,159759.0,19175.0,-2.086681,1.3844275,279.78738,278.54468,139630.0,-1082394.0,,350.13892,280.58542,99.999435,0.0
2023-04-22 06:00:00,34,50.75,4.25,0.78202057,279.93433,277.69138,20.06308,245701.0,-5852.0,-1.721746,1.8590131,280.2664,278.92166,119508.0,-897112.0,,352.60236,280.6572,99.234924,0.0
2023-04-22 06:00:00,35,50.75,4.25,0.0,279.2403,276.1084,19.136387,77182.0,10030.0,-1.2655246,1.1869166,278.5394,278.018,166798.0,-997473.0,,351.26215,280.42477,99.99638,0.0
2023-04-22 06:00:00,36,50.75,4.25,1.8874207,279.787,276.91348,19.963593,202471.0,1367.0,-2.1985602,1.1958135,279.7043,278.34845,178872.0,-1083497.0,,363.73257,280.58392,99.99791,0.0
2023-04-22 06:00:00,37,50.75,4.25,2.897705,279.00452,276.22836,19.580132,142674.0,18694.0,-1.6147494,1.5051711,279.1616,278.21704,181890.0,-1062910.0,,353.93622,280.52997,99.999435,0.0
2023-04-22 06:00:00,38,50.75,4.25,13.304932,279.20114,276.54532,20.374723,177879.5,-3445.0,-1.4453382,2.1493058,279.62424,278.2234,186920.0,-1041588.0,,354.31912,280.5097,99.999435,0.0005893707
2023-04-22 06:00:00,39,50.75,4.25,9.449776,279.52618,276.5249,21.063566,186939.5,21581.0,-1.7264166,1.6383702,279.96182,278.72745,203020.0,-1136434.0,,356.56134,280.52304,99.999435,0.0
2023-04-22 06:00:00,40,50.75,4.25,0.0,279.02002,276.3434,19.715199,148887.0,21100.0,-1.9981542,0.34044123,279.2369,278.18704,188932.0,-1081658.0,,357.87604,280.46405,99.999435,0.0
2023-04-22 06:00:00,41,50.75,4.25,2.0860977,280.80637,276.49466,17.67239,143968.5,25432.0,-2.1972866,0.8534104,279.05682,277.99002,158748.0,-1086805.0,,363.50922,280.41635,99.999435,0.0
2023-04-22 06:00:00,42,50.75,4.25,2.4284973,279.52026,276.51404,20.864918,142933.0,-14515.0,-1.9376497,1.2448735,279.78113,278.50146,96366.0,-909611.0,,353.0789,280.7398,99.999435,0.005886078
2023-04-22 06:00:00,43,50.75,4.25,0.0,278.8837,276.10376,17.611115,166489.5,-4889.0,-1.8652573,1.2954587,278.8255,277.35556,191952.0,-1200033.0,,355.704,280.33438,99.96892,0.0
2023-04-22 06:00:00,44,50.75,4.25,1.0293121,280.75085,276.4613,20.053856,84430.0,17250.0,-1.9179063,0.7997749,279.01126,278.42648,182896.0,-1024309.0,,354.00003,280.67227,99.999435,0.0
2023-04-22 06:00:00,45,50.75,4.25,0.0,280.01404,275.86823,19.828854,172443.0,14362.0,-2.456286,1.2715642,279.0443,277.8065,196982.0,-1211797.0,,357.66116,280.44705,99.92009,0.0
2023-04-22 06:00:00,46,50.75,4.25,0.0,278.8347,276.24207,19.98698,136979.0,4255.0,-2.3471665,0.49778908,279.2655,278.12576,179878.0,-1115480.0,,349.38797,280.47357,99.99333,0.0
2023-04-22 06:00:00,47,50.75,4.25,0.0,279.80307,277.12054,19.7376,211790.0,7143.0,-2.0739431,1.4853437,280.24704,278.8004,176858.0,-1015854.0,,355.59128,280.59155,99.99638,0.0
2023-04-22 06:00:00,48,50.75,4.25,0.0,278.77075,275.649,18.999344,160018.0,-5852.0,-1.4746349,1.1927632,278.77725,277.74805,177864.0,-1121729.0,,348.8157,280.41037,99.981125,0.0
2023-04-22 06:00:00,49,50.75,4.25,0.37409973,280.15936,277.54092,21.288898,273658.0,-2964.0,-1.8070884,2.122615,280.58792,279.06198,160760.0,-1062910.0,,365.1898,280.70367,99.999435,0.0
2023-04-22 06:00:00,50,50.75,4.25,0.0,279.33606,276.46414,19.338987,137756.0,886.0,-1.6391635,1.2964754,279.39172,278.29202,171828.0,-1035338.0,,363.87085,280.64957,99.99791,0.0
2023-04-22 12:00:00,1,50.75,4.25,8.071728,285.3561,279.3739,23.749428,5477.5,-899593.0,0.8090203,1.9032433,285.3902,283.6894,2788866.0,-1637871.0,,367.4384,282.56815,99.999435,3.3282518
2023-04-22 12:00:00,2,50.75,4.25,5.406517,285.18768,279.12286,24.849403,18161.5,-732106.0,1.7692297,2.480524,285.25653,283.59814,2303894.0,-1482366.0,,369.48062,282.3326,99.999435,5.045641
2023-04-22 12:00:00,3,50.75,4.25,3.0055008,285.3778,279.19165,23.030277,-93149.0,-1019432.0,1.9515909,1.9022264,285.0157,283.03635,3005192.0,-1630150.0,,368.95303,282.53485,99.999435,2.6896744
2023-04-22 12:00:00,4,50.75,4.25,1.0800323,285.43808,279.2485,23.912827,213861.0,-750876.0,1.4028089,3.859796,285.48428,283.91003,2151964.0,-1491189.0,,374.72238,282.25296,99.999435,4.574212
2023-04-22 12:00:00,5,50.75,4.25,0.8475418,285.982,280.0492,25.043768,-97032.0,-1337559.0,0.5474731,2.4927256,286.11127,283.58112,3537454.0,-1683088.0,,356.30606,282.9298,99.999435,2.3959885
2023-04-22 12:00:00,6,50.75,4.25,6.771881,285.42935,279.4675,23.839033,261750.5,-859165.0,0.844049,4.9002237,285.41254,283.67975,2236482.0,-1562508.0,,368.89136,282.2739,99.999435,2.5766735
2023-04-22 12:00:00,7,50.75,4.25,4.996483,285.85803,279.00885,24.855991,31363.5,-1174405.0,2.0193129,3.8437817,285.93918,283.86707,3126938.0,-1731614.0,,369.13812,282.39294,99.999435,2.7196903
2023-04-22 12:00:00,8,50.75,4.25,4.9373016,285.8541,279.14044,25.22792,25151.0,-1113763.0,0.5343108,3.9355469,285.90643,283.74557,2838170.0,-1517658.0,,368.56586,282.42285,99.999435,2.0887642
2023-04-22 12:00:00,9,50.75,4.25,2.4031296,286.1752,278.93234,25.62357,30587.0,-1260073.0,0.9605988,4.4093695,286.3655,284.16653,3008212.0,-1594124.0,,370.68045,282.50073,99.999435,4.7966843
2023-04-22 12:00:00,10,50.75,4.25,1.4182053,285.46484,279.3535,24.911995,295143.5,-803336.0,1.8462927,3.87276,285.49768,284.01553,2054366.0,-1453692.0,,394.98523,282.2678,99.999435,10.475017
2023-04-22 12:00:00,11,50.75,4.25,17.72018,285.50848,279.55798,24.710712,81583.0,-948202.0,1.7526708,2.3247015,285.3938,283.64594,2760694.0,-1730144.0,,371.76962,282.6119,99.999435,2.6896744
2023-04-22 12:00:00,12,50.75,4.25,2.7222824,285.28064,279.361,22.712704,197811.5,-939058.0,1.8855672,3.4673162,285.37234,283.2087,2464882.0,-1588242.0,,360.9479,282.33942,99.999435,4.315839
2023-04-22 12:00:00,13,50.75,4.25,3.5719376,286.25772,279.7449,26.2093,214637.5,-1426115.0,1.3781826,4.8908186,286.2482,284.50104,3137000.0,-1630150.0,,374.44156,282.70514,99.999435,4.136919
2023-04-22 12:00:00,14,50.75,4.25,5.2564507,287.09033,279.4564,24.164185,-237076.0,-1672050.0,2.6859186,2.9248602,285.7287,283.833,4072736.0,-1714704.0,,358.95032,282.91473,99.999435,1.8368645
2023-04-22 12:00:00,15,50.75,4.25,4.4384995,284.94403,279.60193,23.589653,18679.5,-1089699.0,1.3043041,1.6798043,284.94962,282.65887,2935768.0,-1597432.0,,384.93994,282.42422,99.999435,4.3929386
2023-04-22 12:00:00,16,50.75,4.25,5.0408707,285.26288,279.47086,24.054153,-176502.5,-1323121.0,1.6138299,1.2974923,284.71085,282.87674,3451930.0,-1638606.0,,361.92435,282.61014,99.999435,2.0416813
2023-04-22 12:00:00,17,50.75,4.25,1.6464691,285.4992,279.4799,24.71796,284789.0,-857240.0,1.218537,4.063408,285.57568,284.09534,2271698.0,-1543759.0,,368.32336,282.32324,99.999435,4.9202795
2023-04-22 12:00:00,18,50.75,4.25,3.056221,286.30673,279.65286,23.912497,252431.5,-1238896.0,2.1664333,5.6862,286.44708,284.1693,2724472.0,-1426488.0,,358.85672,282.5971,99.999435,2.742056
2023-04-22 12:00:00,19,50.75,4.25,4.7914658,286.1335,279.41217,25.131725,-86159.5,-1197987.0,2.1556063,3.5804338,286.055,283.8943,3129958.0,-1555523.0,,373.04816,282.62796,99.999435,5.166294
2023-04-22 12:00:00,20,50.75,4.25,8.424694,285.5485,279.6482,24.645813,104103.5,-949646.0,1.6291151,3.3259828,285.211,283.7354,2601720.0,-1450751.0,,374.38412,282.328,99.999435,2.540182
2023-04-22 12:00:00,21,50.75,4.25,27.818825,288.36884,279.9923,24.16583,-6171.5,-1829911.0,2.2848938,7.03446,288.45776,284.72983,4043556.0,-1620592.0,-0.59316635,367.60858,283.15747,99.999435,2.6496525
2023-04-22 12:00:00,22,50.75,4.25,27.681442,284.32748,277.69113,23.387053,-280823.5,-917881.0,1.4887882,1.0343986,284.21695,282.16727,2870366.0,-1632356.0,,358.96097,282.24713,99.999435,2.852703
2023-04-22 12:00:00,23,50.75,4.25,6.038475,284.95953,279.04764,23.814985,34470.0,-821625.0,2.255385,2.0867734,284.96866,283.12024,2687244.0,-1758451.0,,357.7186,282.29672,99.999435,2.0281448
2023-04-22 12:00:00,24,50.75,4.25,5.18248,286.1552,279.64767,24.179337,19715.0,-1070448.0,1.790247,3.6650813,286.25922,283.90317,2928724.0,-1495233.0,,371.38458,282.5127,99.999435,3.2535057
2023-04-22 12:00:00,25,50.75,4.25,0.59814453,285.7817,279.2617,23.296787,107728.0,-1089699.0,2.136075,3.6597433,285.82574,283.0384,2766732.0,-1618387.0,,372.15894,282.39554,99.999435,1.8427505
2023-04-22 12:00:00,26,50.75,4.25,16.32734,286.1048,279.84985,25.608086,108245.5,-1050715.0,1.4106637,3.1668556,286.13507,284.44537,2655046.0,-1470970.0,,373.2992,282.69266,99.999435,4.3452663
2023-04-22 12:00:00,27,50.75,4.25,10.910255,285.66537,279.0285,24.550608,-102468.0,-1273549.0,1.787487,1.979248,285.39795,283.68304,3644108.0,-1922042.0,,365.96838,282.55197,99.999435,2.5460682
2023-04-22 12:00:00,28,50.75,4.25,4.455406,286.5856,279.37418,24.437283,-40341.0,-1457398.0,1.3246844,3.5893307,286.7418,284.5496,3521356.0,-1545965.0,,382.12335,282.8374,99.910934,6.060302
2023-04-22 12:00:00,29,50.75,4.25,0.5960312,285.50626,279.80127,23.69606,-128613.0,-1450660.0,1.5953603,2.4642556,285.48993,283.28445,3478090.0,-1543759.0,,363.8347,282.88156,99.98723,3.3464966
2023-04-22 12:00:00,30,50.75,4.25,3.1386566,287.4306,279.35944,26.291986,54143.5,-1306757.0,1.2815886,5.2400846,287.23657,284.9093,3200388.0,-1518393.0,,374.65005,282.78152,99.999435,3.7902632
2023-04-22 12:00:00,31,50.75,4.25,15.407936,285.58087,279.17664,23.856493,-32575.5,-1335153.0,2.4617352,2.4683228,285.47952,283.32742,3303018.0,-1650002.0,,368.4595,282.59766,99.999435,3.9050303
2023-04-22 12:00:00,32,50.75,4.25,5.526989,283.40643,278.67148,23.680246,-131201.5,-765315.0,-0.5759909,-0.07949185,283.66382,281.82205,2463876.0,-1654414.0,,354.6382,282.11502,99.999435,3.5054054
2023-04-22 12:00:00,33,50.75,4.25,4.6752167,286.70782,279.78653,24.795046,113423.0,-1328415.0,1.2210845,4.855485,286.8323,284.46292,3120902.0,-1591918.0,,362.2711,282.7469,99.999435,3.268219
2023-04-22 12:00:00,34,50.75,4.25,5.979294,286.11606,280.26608,24.166819,165454.0,-1024726.0,1.4066302,2.7802224,286.1851,283.6655,2817040.0,-1479058.0,,361.3308,282.6622,99.999435,2.4695568
2023-04-22 12:00:00,35,50.75,4.25,1.3230972,284.89615,278.53937,24.422787,-123435.5,-874566.0,2.6029115,2.3958766,284.9475,282.67996,2624862.0,-1465088.0,,371.06973,282.2955,99.999435,4.9632435
2023-04-22 12:00:00,36,50.75,4.25,10.195869,287.15598,279.70456,24.27092,262009.5,-1429003.0,2.0609229,8.07743,287.17795,284.2171,3152092.0,-1616181.0,,377.239,282.7284,99.999435,3.8220453
2023-04-22 12:00:00,37,50.75,4.25,3.9650574,286.63968,279.1609,25.072098,-76581.5,-1261517.0,1.7267708,4.1541557,286.3661,283.72726,3358358.0,-1639709.0,,364.59628,282.7163,99.999435,2.9674702
2023-04-22 12:00:00,38,50.75,4.25,6.389324,286.3532,279.62546,22.252487,135943.5,-1313976.0,0.72389007,5.4271736,286.54056,283.93903,3004186.0,-1483469.0,,367.7596,282.5559,99.999435,3.5395412
2023-04-22 12:00:00,39,50.75,4.25,1.6697235,285.6344,279.96127,24.968327,438553.0,-1072373.0,2.0515819,5.3402386,285.68198,283.74075,2381370.0,-1542289.0,,382.15527,282.38235,99.999435,6.8154116
2023-04-22 12:00:00,40,50.75,4.25,7.5095177,285.34683,279.2379,23.438114,-232675.5,-1046865.0,1.1936985,1.8437612,285.5233,282.31012,3260758.0,-1646693.0,,363.94742,282.61234,99.999435,1.8303909
2023-04-22 12:00:00,41,50.75,4.25,3.3901672,285.21332,279.05618,25.092194,-42153.0,-926063.0,1.3535565,2.6971,285.32324,283.51297,2802954.0,-1631989.0,,385.2378,282.38562,99.999435,5.733656
2023-04-22 12:00:00,42,50.75,4.25,1.7584915,286.70953,279.78006,25.44238,179950.0,-1427559.0,1.052947,5.989457,286.8975,284.55444,2903570.0,-1349655.0,,363.1582,282.73465,99.999435,2.8756561
2023-04-22 12:00:00,43,50.75,4.25,9.813313,284.88742,278.82608,24.267956,44306.5,-961197.0,1.8673099,2.4393444,285.09818,282.75192,2649010.0,-1711027.0,,365.13022,282.16162,99.999435,2.6096325
2023-04-22 12:00:00,44,50.75,4.25,8.084412,283.49234,279.01068,23.748768,-71922.0,-626706.0,1.4560949,1.0844753,283.60605,282.0249,2104674.0,-1463250.0,,376.64124,282.11282,99.999435,5.7878027
2023-04-22 12:00:00,45,50.75,4.25,9.6653595,286.60898,279.0448,24.78121,-43965.0,-1629697.0,0.5952394,4.321926,286.67242,284.38794,3944952.0,-1886015.0,,367.16397,282.85492,99.999435,2.839754
2023-04-22 12:00:00,46,50.75,4.25,12.421459,285.33444,279.2656,24.774952,50778.0,-826438.0,1.9853458,3.092376,285.29227,283.51602,2495066.0,-1610666.0,,370.80807,282.34036,99.999435,5.31814
2023-04-22 12:00:00,47,50.75,4.25,3.4810486,285.69385,280.24594,23.80082,160018.0,-1406864.0,1.9354565,4.342516,285.74628,283.52618,3206426.0,-1569125.0,,373.37576,282.59778,99.999435,4.7696104
2023-04-22 12:00:00,48,50.75,4.25,2.6060333,284.13144,278.77695,24.759796,27998.5,-696973.0,1.6747584,1.14472,284.24255,282.77658,2270692.0,-1618387.0,,367.44263,282.04938,99.999435,4.5388994
2023-04-22 12:00:00,49,50.75,4.25,2.2551804,287.34216,280.58795,24.119051,216449.5,-1553173.0,1.2709738,6.1694283,287.3905,283.94308,3381498.0,-1565449.0,,369.34448,282.89297,99.999435,1.5278759
2023-04-22 12:00:00,50,50.75,4.25,4.556862,285.65918,279.39096,23.785995,-201353.0,-1301463.0,2.2165349,1.3457897,285.5197,282.79562,3476078.0,-1644855.0,,368.38718,282.7602,99.999435,1.5937939
2023-04-22 18:00:00,1,50.75,4.25,0.0,285.7955,283.90283,13.616089,-259079.5,-2263064.0,1.6265676,1.2896122,284.0553,281.67386,5651410.0,-2413921.0,,368.06808,283.1216,99.99638,4.143982
2023-04-22 18:00:00,2,50.75,4.25,28.410625,285.5961,284.07062,14.237069,-148286.5,-2067183.0,2.2549603,0.57277715,284.49918,281.96008,4813274.0,-2005493.0,-3.5713367,369.0126,282.9699,99.999435,5.8566628
2023-04-22 18:00:00,3,50.75,4.25,7.8667107,285.9617,284.8201,16.963451,-231122.0,-2348733.0,2.187875,0.8544272,285.37442,283.26233,5419992.0,-2036005.0,,370.2103,283.24448,99.999435,3.7478876
2023-04-22 18:00:00,4,50.75,4.25,0.0,285.97635,284.92664,15.387117,126624.5,-2002691.0,1.4482399,0.93907475,284.86237,282.43646,4540602.0,-1983435.0,,372.9822,283.01218,99.999435,4.9161596
2023-04-22 18:00:00,5,50.75,4.25,1.5217743,286.56702,284.0647,13.866458,-162524.0,-2480123.0,2.578073,1.3104563,284.1595,282.35767,5616194.0,-2198862.0,,363.105,283.22815,99.999435,4.552436
2023-04-22 18:00:00,6,50.75,4.25,5.501625,285.95804,285.06598,14.635023,297991.0,-2228412.0,1.3849761,1.4876314,284.90375,282.02847,4635182.0,-2083796.0,,367.46817,283.03528,99.999435,2.862709
2023-04-22 18:00:00,7,50.75,4.25,0.0,286.2352,284.88525,13.7962885,-197211.5,-2934934.0,1.609584,0.71614414,284.61557,281.4456,6320512.0,-2371644.0,,368.81052,283.12744,99.87736,3.3482618
2023-04-22 18:00:00,8,50.75,4.25,0.13315582,286.28476,285.19342,14.706511,9878.0,-2743384.0,1.6110702,0.64293545,284.98413,282.1172,5620220.0,-2067253.0,,374.01398,283.2102,91.559326,4.01509
2023-04-22 18:00:00,9,50.75,4.25,0.70804596,286.83234,284.88086,14.107602,-63121.0,-2870442.0,2.6266885,0.8872186,284.7156,281.72928,5821452.0,-2116882.0,,369.6338,283.2586,99.999435,5.401125
2023-04-22 18:00:00,10,50.75,4.25,1.0610123,285.802,283.86923,15.376575,102033.0,-2219749.0,2.1931825,0.46601447,283.85107,281.04092,4797176.0,-2118352.0,,391.86868,282.86948,99.999435,10.97293
2023-04-22 18:00:00,11,50.75,4.25,0.77145386,285.93155,284.1288,13.873376,5218.5,-2029643.0,2.7470596,0.48482504,283.99664,282.62735,4800194.0,-2150336.0,,372.795,283.17352,99.999435,3.610756
2023-04-22 18:00:00,12,50.75,4.25,10.295204,286.4822,284.98688,14.7147455,-415173.0,-2827127.0,1.5068333,0.39204317,285.1315,281.38586,6359752.0,-2302163.0,,358.43127,283.3067,99.999435,4.5118256
2023-04-22 18:00:00,13,50.75,4.25,1.4752731,286.547,284.67715,13.252726,137756.0,-2989800.0,1.8566952,0.95407236,284.65933,281.41382,5816422.0,-2205111.0,,374.20544,283.2321,99.999435,4.9673634
2023-04-22 18:00:00,14,50.75,4.25,15.927872,285.7285,284.53546,16.10528,-375308.25,-2886325.0,2.7661662,1.0443122,284.50125,282.22012,6151476.0,-2094825.0,,359.29495,283.22095,99.999435,2.3553772
2023-04-22 18:00:00,15,50.75,4.25,0.0,285.32233,283.60242,14.487108,15573.0,-1904991.0,1.2595099,0.40399045,283.48428,282.52924,4458098.0,-1980127.0,,387.5034,282.75558,99.999435,6.075015
2023-04-22 18:00:00,16,50.75,4.25,0.0,284.7615,283.14844,14.065434,-331819.5,-2225043.0,2.1178179,1.125401,283.79956,282.17514,5168450.0,-2049607.0,,363.305,282.81497,99.999435,2.826807
2023-04-22 18:00:00,17,50.75,4.25,0.0,286.01044,284.08304,14.030845,164418.5,-2256327.0,2.2125013,0.047352314,283.90942,281.27097,4891754.0,-2128646.0,,367.17673,282.99316,99.999435,5.4805794
2023-04-22 18:00:00,18,50.75,4.25,0.0,287.17456,283.7511,12.496677,-215331.5,-3154880.0,2.236703,0.90653753,283.56647,279.1911,6397986.0,-2273121.0,,357.80157,283.08557,99.999435,3.0998936
2023-04-22 18:00:00,19,50.75,4.25,0.14372253,286.29913,283.95016,13.69087,-159417.5,-2382422.0,1.7560674,0.6144654,283.81714,282.4423,5276110.0,-2070929.0,,378.59625,282.9926,99.999435,7.6052456
2023-04-22 18:00:00,20,50.75,4.25,0.0,285.6544,284.3064,13.984724,2371.0,-2339107.0,0.8795022,1.1871709,284.2634,281.6924,5148328.0,-2031961.0,,374.34372,282.9221,99.999435,3.173462
2023-04-22 18:00:00,21,50.75,4.25,0.06552124,288.46063,285.0329,13.626302,-283153.5,-3694878.0,2.3906167,0.6533575,284.84125,281.34113,7252222.0,-2223860.0,,367.16397,283.58154,99.999435,3.35709
2023-04-22 18:00:00,22,50.75,4.25,0.048614502,284.8097,283.40518,13.765322,-487654.25,-2063332.0,2.1895733,1.0267726,283.60696,281.64896,5222784.0,-2267239.0,,360.85855,282.68503,99.99791,3.847353
2023-04-22 18:00:00,23,50.75,4.25,0.0,285.2046,283.28806,14.992786,-119553.0,-1778413.0,1.0484889,0.9591563,283.61826,282.01346,4673416.0,-2318706.0,,358.1398,282.64835,99.999435,2.5060463
2023-04-22 18:00:00,24,50.75,4.25,0.048614502,286.78473,284.41888,14.015361,-257526.0,-2608625.0,2.223116,0.43017274,284.20444,281.79105,5955272.0,-2180848.0,,369.94864,283.1326,99.999435,3.6496
2023-04-22 18:00:00,25,50.75,4.25,0.097221375,286.66867,284.7958,14.325027,-633393.25,-2949373.0,1.8375885,1.3307921,284.65933,280.13824,6778316.0,-2431199.0,,369.5955,283.18533,99.999435,1.9198513
