,forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
25,2023-04-15,wind,36 hour,3.0364255503934365,3.1106036043890883,3.1673286556460525,3.2541280914246333,3.344939806577778
26,2023-04-15,wind,42 hour,3.0118265480467485,3.1196138221795064,3.1975342659058565,3.2886781188511423,3.394192867117667
27,2023-04-15,wind,48 hour,3.0293036097538204,3.144608125717662,3.219521944785721,3.296480570565622,3.3916249203727196
28,2023-04-15,wind,54 hour,2.02181257145996,2.486428065550902,2.6865176209852937,2.8278379932672584,3.292704790313321
29,2023-04-15,wind,60 hour,2.0057395747574063,2.7651911757050884,2.848329771936635,2.8906873556629207,3.0012179107896824
30,2023-04-15,wind,66 hour,2.642251981847564,2.7617081615722388,2.8328402905838956,2.8808194409204875,3.3201062088735678
31,2023-04-15,wind,72 hour,2.641099654281528,2.8179063165742875,3.1492404929279494,3.425739774943087,3.517779745223649
32,2023-04-15,wind,78 hour,2.5039707789713965,3.025809514907705,3.123869912749898,3.20844612343082,3.4152940787092154
33,2023-04-15,wind,84 hour,3.0364255503934365,3.1111540360148338,3.1782293596976365,3.264131012207239,3.344939806577778
34,2023-04-15,wind,90 hour,3.0118265480467485,3.124361110626598,3.1975342659058565,3.2900815737017908,3.394192867117667
35,2023-04-15,wind,96 hour,3.0293036097538204,3.144608125717662,3.241312776412289,3.3027126127872886,3.3916249203727196
36,2023-04-15,wind,102 hour,2.02181257145996,2.486428065550902,2.6865176209852937,2.8278379932672584,3.2439554535942143
37,2023-04-15,wind,108 hour,1.9985235178963643,2.7651911757050884,2.8439629889388023,2.888987988099177,3.0012179107896824
38,2023-04-15,wind,114 hour,2.646325771520677,2.7733450147751473,2.836413172148349,2.8808194409204875,3.3201062088735678
39,2023-04-15,wind,0 hour,2.6861268942857115,2.8179063165742875,3.1743293245871476,3.4242779068549085,3.517779745223649
40,2023-04-15,precip,6 hour,0.004733867933734037,0.12843713845775992,0.4323027230179117,0.7053341580112986,1.128059914066299
41,2023-04-15,precip,12 hour,0.817784944592187,0.831535057890073,0.8435788978412969,0.8613959771403272,1.1590276868689084
42,2023-04-15,precip,18 hour,0.5396421543882538,0.7986698034001745,0.8177094315554166,0.840886931052484,0.9538906645108004
43,2023-04-15,precip,24 hour,0.22788830735088822,0.3745693877295033,0.5332206957128952,0.5606610683262511,0.9556333444124125
44,2023-04-15,precip,30 hour,0.23630706006072105,0.3413765335642802,0.37007820536407465,0.402712059744291,0.5402443272254218
45,2023-04-15,precip,36 hour,0.373412767812024,0.4167908672805149,0.4277988214679421,0.4393213949529119,0.46711243753028714
46,2023-04-15,precip,42 hour,0.38406217136997856,0.4108380281384884,0.43169397658559555,0.44638612740069433,0.4906188810113352
47,2023-04-15,precip,48 hour,0.3757359852116594,0.39732258538585297,0.4185066888105663,0.43472798430433335,0.48774911044482216
48,2023-04-15,precip,54 hour,-0.0017906687241229413,0.12843713845775992,0.4025006437099276,0.7053341580112986,1.128059914066299
49,2023-04-15,precip,60 hour,0.817784944592187,0.8331086322115019,0.8452808280148019,0.8636102743283316,1.1244306743050945
50,2023-04-15,precip,66 hour,0.5396421543882538,0.7981523829769,0.8177094315554166,0.840886931052484,0.9554251309615238
51,2023-04-15,precip,72 hour,0.22788830735088822,0.3772923387221411,0.5355187043316272,0.5622006215449188,0.9592369838648931
52,2023-04-15,precip,78 hour,0.23630706006072105,0.3495407663198034,0.382543138871581,0.40891074234615377,0.5402443272254218
53,2023-04-15,precip,84 hour,0.373412767812024,0.41608434028482433,0.4253283570698976,0.4393213949529119,0.46711243753028714
54,2023-04-15,precip,90 hour,0.38406217136997856,0.4150463266577167,0.43543948111818076,0.4485493479198211,0.4906188810113352
55,2023-04-15,precip,96 hour,0.37431473965421236,0.3967808632850862,0.4153958282985591,0.43388225717842827,0.48774911044482216
56,2023-04-15,precip,102 hour,-0.0017906687241229413,0.12608297687888384,0.4323027230179117,0.7053341580112986,1.128059914066299
57,2023-04-15,precip,108 hour,0.817784944592187,0.8331086322115019,0.8444453975784744,0.8613959771403272,1.1257171116117592
58,2023-04-15,precip,114 hour,0.5992595100104462,0.7986698034001745,0.8178074553107378,0.8384773659210202,0.9524529114731488
59,2023-04-15,precip,0 hour,0.22788830735088822,0.3745693877295033,0.5342044418920378,0.5622006215449188,0.9592369838648931
