,q0.025,q0.25,q0.5,q0.75,q0.975
0,7.806376385558307,8.131450119307932,8.277356874974,8.660416303714607,9.589371266455528
1,8.70326394765985,10.115455780580223,10.264040617975954,10.330919584413959,10.474513598329048
2,9.149088244734934,9.992462260014056,10.185812300998181,10.27293117527369,10.378775616185298
3,7.846781343904823,8.322872153047328,9.075863755559045,9.314891996067814,9.961899074580636
4,7.784842351466523,8.326365593172987,8.491744490289326,8.580071481713912,8.786762752227588
5,8.36956693034455,8.60965520923525,8.689288546577309,8.785278800864518,9.004426702729841
6,8.454573557577248,8.635937187151125,8.729710133459065,8.883747027774016,9.007553317801708
7,8.477130039645328,8.67695923691699,8.793899204062619,8.931566540729499,9.099139936077055
8,7.806376385558307,8.145430704018048,8.291209776819613,8.668828316404117,9.589371266455528
9,8.723214627556034,10.115455780580223,10.269053310488648,10.349781940454019,10.531238120723991
10,9.149088244734934,9.992462260014056,10.191374174836964,10.274089174344489,10.40080990278541
11,7.846781343904823,8.322872153047328,9.093325506250963,9.32703647221842,10.059803322346696
12,7.784842351466523,8.395266044814335,8.512422607172063,8.609605842250854,8.813948522684054
13,8.36956693034455,8.620571335317644,8.699054876327509,8.816514137268854,9.004426702729841
14,8.454573557577248,8.645081873014739,8.731160016646893,8.887981266080821,9.007553317801708
15,8.477130039645328,8.67695923691699,8.81001209705901,8.931566540729499,9.099139936077055
16,7.806376385558307,8.145009026803393,8.28977496060902,8.649656750229322,9.589371266455528
17,8.723214627556034,10.137625100333633,10.269053310488648,10.349781940454019,10.531238120723991
18,9.35128725515078,10.07093430472851,10.199896478597346,10.278231509293871,10.40080990278541
19,7.890830850041313,8.35167642243206,9.093325506250963,9.32703647221842,10.0481909281558
20,2.02181257145996,2.486428065550902,2.683830179135799,2.8162730107721994,3.287445920003039
21,1.9648814338517175,2.7651911757050884,2.838761139062117,2.888764532082537,2.977348474313905
22,2.642251981847564,2.7575182467240573,2.8328402905838956,2.8790143058513524,3.3130922153553235
23,2.6407333391826047,2.8179063165742875,3.1743293245871476,3.4171169714832406,3.517779745223649
24,2.5039707789713965,3.0161481896215028,3.1150324515736885,3.2039773130371634,3.4109837373202136
25,3.0364255503934365,3.1106036043890883,3.1673286556460525,3.2541280914246333,3.344939806577778
26,3.0118265480467485,3.1196138221795064,3.1975342659058565,3.2886781188511423,3.394192867117667
27,3.0293036097538204,3.144608125717662,3.219521944785721,3.296480570565622,3.3916249203727196
28,2.02181257145996,2.486428065550902,2.6865176209852937,2.8278379932672584,3.292704790313321
29,2.0057395747574063,2.7651911757050884,2.848329771936635,2.8906873556629207,3.0012179107896824
30,2.642251981847564,2.7617081615722388,2.8328402905838956,2.8808194409204875,3.3201062088735678
31,2.641099654281528,2.8179063165742875,3.1492404929279494,3.425739774943087,3.517779745223649
32,2.5039707789713965,3.025809514907705,3.123869912749898,3.20844612343082,3.4152940787092154
33,3.0364255503934365,3.1111540360148338,3.1782293596976365,3.264131012207239,3.344939806577778
34,3.0118265480467485,3.124361110626598,3.1975342659058565,3.2900815737017908,3.394192867117667
35,3.0293036097538204,3.144608125717662,3.241312776412289,3.3027126127872886,3.3916249203727196
36,2.02181257145996,2.486428065550902,2.6865176209852937,2.8278379932672584,3.2439554535942143
37,1.9985235178963643,2.7651911757050884,2.8439629889388023,2.888987988099177,3.0012179107896824
38,2.646325771520677,2.7733450147751473,2.836413172148349,2.8808194409204875,3.3201062088735678
39,2.6861268942857115,2.8179063165742875,3.1743293245871476,3.4242779068549085,3.517779745223649
40,0.004733867933734037,0.12843713845775992,0.4323027230179117,0.7053341580112986,1.128059914066299
41,0.817784944592187,0.831535057890073,0.8435788978412969,0.8613959771403272,1.1590276868689084
42,0.5396421543882538,0.7986698034001745,0.8177094315554166,0.840886931052484,0.9538906645108004
43,0.22788830735088822,0.3745693877295033,0.5332206957128952,0.5606610683262511,0.9556333444124125
44,0.23630706006072105,0.3413765335642802,0.37007820536407465,0.402712059744291,0.5402443272254218
45,0.373412767812024,0.4167908672805149,0.4277988214679421,0.4393213949529119,0.46711243753028714
46,0.38406217136997856,0.4108380281384884,0.43169397658559555,0.44638612740069433,0.4906188810113352
47,0.3757359852116594,0.39732258538585297,0.4185066888105663,0.43472798430433335,0.48774911044482216
48,-0.0017906687241229413,0.12843713845775992,0.4025006437099276,0.7053341580112986,1.128059914066299
49,0.817784944592187,0.8331086322115019,0.8452808280148019,0.8636102743283316,1.1244306743050945
50,0.5396421543882538,0.7981523829769,0.8177094315554166,0.840886931052484,0.9554251309615238
51,0.22788830735088822,0.3772923387221411,0.5355187043316272,0.5622006215449188,0.9592369838648931
52,0.23630706006072105,0.3495407663198034,0.382543138871581,0.40891074234615377,0.5402443272254218
53,0.373412767812024,0.41608434028482433,0.4253283570698976,0.4393213949529119,0.46711243753028714
54,0.38406217136997856,0.4150463266577167,0.43543948111818076,0.4485493479198211,0.4906188810113352
55,0.37431473965421236,0.3967808632850862,0.4153958282985591,0.43388225717842827,0.48774911044482216
56,-0.0017906687241229413,0.12608297687888384,0.4323027230179117,0.7053341580112986,1.128059914066299
57,0.817784944592187,0.8331086322115019,0.8444453975784744,0.8613959771403272,1.1257171116117592
58,0.5992595100104462,0.7986698034001745,0.8178074553107378,0.8384773659210202,0.9524529114731488
59,0.22788830735088822,0.3745693877295033,0.5342044418920378,0.5622006215449188,0.9592369838648931
